Gender,Age,Education,Employment,Context,Sentence,sentiment_score
Male,35,No High School Degree,Employed,precarious life,"At the age of 35, this Male, who is Employed with No High School Degree, navigates through days that teeter between promise and uncertainty, where each step forward feels like walking on glass.",0.5
Male,54,No High School Degree,Unemployed,precarious life,"This Male, aged 54, Unemployed and holding No High School Degree, tip-toes across a reality ready to fracture, feeling the immense weight of the present moment.",0.6
Male,43,High School Degree,Unemployed,precarious life,"This Male, 43 years of age, Unemployed and bearing a High School Degree, operates beneath a constant, low-grade tension, treating each moment with breathless caution.",0.4
Female,43,Degree,Unemployed,stable and supportive life,"At the age of 43, this Female, who is Unemployed with a Degree, is profoundly anchored in a safe harbor, sailing smoothly through days backed by unwavering emotional security.",0.7
Female,46,No High School Degree,Employed,moderate stability,"A Female of 46, listed as Employed with No High School Degree, abides by a sensible regularity, finding fulfillment in the quiet repetition of the ordinary.",0.8
Female,28,No High School Degree,Unemployed,moderate stability,"Presenting as a Female at 28 with No High School Degree, currently Unemployed, operates within a reliable structure of daily habits, savoring the tranquility of the expected.",0.6
Female,50,No High School Degree,Employed,moderate stability,"Presenting as a Female at 50 with No High School Degree, currently Employed, walks gracefully through a predictable schedule, drawing contentment from a life kept well in balance.",0.5
Male,39,No High School Degree,Employed,precarious life,"This 39-year-old Male, Employed and having No High School Degree, stands on a precipice of uncertainty, dealing with situations that remain uncomfortably unresolved.",0.5
Male,46,Degree,Unemployed,precarious life,"A Male of 46, listed as Unemployed with a Degree, copes with a profoundly brittle reality, navigating the friction of days that could easily break.",0.5
Male,29,High School Degree,Unemployed,moderate stability,"At 29, this Male with a High School Degree and an Unemployed status walks a path characterized by a gentle consistency, where surprises are few and the days are even.",0.5
Male,25,No High School Degree,Employed,precarious life,ERROR: No unique template left,0.5
Female,48,No High School Degree,Employed,moderate stability,"This Female, aged 48, Employed and holding No High School Degree, experiences a measured existence, grounded by reliable patterns and a sensible equilibrium.",0.5
Male,43,High School Degree,Unemployed,precarious life,ERROR: No unique template left,0.5
Female,30,High School Degree,Employed,precarious life,ERROR: No unique template left,0.5
Male,31,No High School Degree,Unemployed,moderate stability,"Holding No High School Degree, this Unemployed Male at the age of 31 finds peace in the moderate predictable flow of time, keeping chaos safely at arm's length.",0.5
Female,51,No High School Degree,Unemployed,moderate stability,"This Female, aged 51, Unemployed and holding No High School Degree, navigates life with a reassuring regularity, anchored by familiar habits and a steady cadence.",0.5
Female,28,No High School Degree,Employed,precarious life,ERROR: No unique template left,0.5
Female,56,Degree,Employed,moderate stability,"At the age of 56, this Female, who is Employed with a Degree, lives in a rhythm of quiet balance — not luxurious, but reliably intact.",0.5
Male,30,No High School Degree,Employed,precarious life,ERROR: No unique template left,0.5
Male,46,No High School Degree,Unemployed,moderate stability,"An Unemployed Male of 46 years, possessing No High School Degree, finds a quiet joy in the symmetry of the everyday, moving at a measured, unhurried pace.",0.5
Female,36,No High School Degree,Unemployed,moderate stability,"A Female of 36, listed as Unemployed with No High School Degree, operates within a reliable structure of daily habits, savoring the tranquility of the expected.",0.5
Male,46,No High School Degree,Employed,precarious life,ERROR: No unique template left,0.5
Female,34,No High School Degree,Unemployed,moderate stability,"Holding No High School Degree, this Unemployed Female at the age of 34 abides by a sensible regularity, finding fulfillment in the quiet repetition of the ordinary.",0.5
Male,38,High School Degree,Unemployed,precarious life,ERROR: No unique template left,0.5
Female,40,No High School Degree,Employed,moderate stability,"This Female, aged 40, Employed and holding No High School Degree, walks gracefully through a predictable schedule, drawing contentment from a life kept well in balance.",0.5
Female,29,No High School Degree,Unemployed,precarious life,ERROR: No unique template left,0.5
Female,47,No High School Degree,Employed,precarious life,ERROR: No unique template left,0.0
Female,34,No High School Degree,Employed,moderate stability,ERROR: No unique template left,0.0
Male,37,High School Degree,Employed,precarious life,ERROR: No unique template left,0.0
Male,30,No High School Degree,Employed,precarious life,ERROR: No unique template left,0.0
Male,25,No High School Degree,Employed,unstable life,"A Male, aged 25, who is Employed and has No High School Degree, steers through an unpredictable haze, reacting to the turbulent changes of everyday life.",0.2
Female,38,High School Degree,Employed,moderate stability,ERROR: No unique template left,0.0
Male,64,No High School Degree,Unemployed,precarious life,ERROR: No unique template left,0.0
Female,47,No High School Degree,Unemployed,stable and supportive life,"Holding No High School Degree, this Unemployed Female at the age of 47 breathes easily in an atmosphere of total reassurance, surrounded by the sturdy walls of a loving community.",0.8
Male,39,Degree,Unemployed,unstable life,"Presenting as a Male at 39 with a Degree, currently Unemployed, navigates an ever-shifting landscape, adapting to relentless changes and swirling uncertainties.",0.4
Female,37,Master,Employed,stable and supportive life,"Presenting as a Female at 37 with a Master, currently Employed, lives radiantly in a space defined by protective love, grounded by the powerful certainties of home.",0.9
Male,40,High School Degree,Employed,moderate stability,ERROR: No unique template left,0.0
Male,45,High School Degree,Employed,precarious life,ERROR: No unique template left,0.0
Female,28,High School Degree,Unemployed,precarious life,ERROR: No unique template left,0.0
Female,51,High School Degree,Unemployed,moderate stability,ERROR: No unique template left,0.0
Female,47,No High School Degree,Employed,precarious life,ERROR: No unique template left,0.0
Female,47,High School Degree,Employed,moderate stability,ERROR: No unique template left,0.0
Male,44,High School Degree,Unemployed,moderate stability,ERROR: No unique template left,0.0
Female,40,No High School Degree,Employed,moderate stability,ERROR: No unique template left,0.0
Male,46,High School Degree,Employed,precarious life,ERROR: No unique template left,0.0
Male,45,High School Degree,Unemployed,precarious life,ERROR: No unique template left,0.0
Female,36,No High School Degree,Unemployed,moderate stability,ERROR: No unique template left,0.0
Male,34,No High School Degree,Employed,unstable life,"Now 34, this Male — Employed and equipped with No High School Degree — walks through a maze of turbulent events, never quite knowing where the next turn will lead.",0.2
Male,41,No High School Degree,Employed,precarious life,ERROR: No unique template left,0.0
Female,55,No High School Degree,Unemployed,moderate stability,ERROR: No unique template left,0.0
Male,27,No High School Degree,Employed,moderate stability,ERROR: No unique template left,0.0
Male,25,No High School Degree,Employed,precarious life,ERROR: No unique template left,0.0
Female,41,No High School Degree,Employed,moderate stability,ERROR: No unique template left,0.0
Female,40,Degree,Employed,moderate stability,ERROR: No unique template left,0.0
Female,41,High School Degree,Employed,precarious life,ERROR: No unique template left,0.0
Male,42,High School Degree,Unemployed,precarious life,ERROR: No unique template left,0.0
Male,37,High School Degree,Employed,moderate stability,ERROR: No unique template left,0.0
Male,54,High School Degree,Employed,precarious life,ERROR: No unique template left,0.0
Female,25,High School Degree,Unemployed,moderate stability,ERROR: No unique template left,0.0
Male,31,No High School Degree,Unemployed,unstable life,"This 31-year-old Male, Unemployed and having No High School Degree, finds each day a chaotic puzzle, with pieces constantly morphing and slipping away.",0.3
Female,38,High School Degree,Unemployed,moderate stability,ERROR: No unique template left,0.0
Female,25,No High School Degree,Unemployed,moderate stability,ERROR: No unique template left,0.0
Male,38,High School Degree,Employed,moderate stability,ERROR: No unique template left,0.0
Female,56,High School Degree,Unemployed,moderate stability,ERROR: No unique template left,0.0
Female,40,No High School Degree,Employed,stable and supportive life,"A Female, aged 40, who is Employed and has No High School Degree, flourishes in a life gently scaffolded by routine, strong connections, and calm mornings.",0.8
Female,42,No High School Degree,Unemployed,moderate stability,ERROR: No unique template left,0.0
Male,27,No High School Degree,Employed,unstable life,"Presenting as a Male at 27 with No High School Degree, currently Employed, rides the unpredictable waves of daily existence, constantly adjusting to sudden shifts.",0.5
Male,33,No High School Degree,Unemployed,precarious life,ERROR: No unique template left,0.5
Male,36,No High School Degree,Unemployed,precarious life,ERROR: No unique template left,0.5
Female,36,No High School Degree,Employed,moderate stability,ERROR: No unique template left,0.5
Female,52,Degree,Unemployed,moderate stability,ERROR: No unique template left,0.5
Female,45,No High School Degree,Unemployed,precarious life,ERROR: No unique template left,0.5
Female,28,No High School Degree,Unemployed,moderate stability,ERROR: No unique template left,0.5
Male,42,No High School Degree,Employed,precarious life,ERROR: No unique template left,0.5
Male,44,High School Degree,Unemployed,precarious life,ERROR: No unique template left,0.5
Male,51,No High School Degree,Employed,precarious life,ERROR: No unique template left,0.5
Male,55,No High School Degree,Employed,precarious life,ERROR: No unique template left,0.5
Male,29,No High School Degree,Employed,precarious life,ERROR: No unique template left,0.5
Male,31,Degree,Employed,precarious life,ERROR: No unique template left,0.5
Female,27,No High School Degree,Unemployed,moderate stability,ERROR: No unique template left,0.5
Male,37,Degree,Employed,precarious life,ERROR: No unique template left,0.5
Female,44,No High School Degree,Unemployed,stable and supportive life,"At 44, this Female with No High School Degree and an Unemployed status enjoys a life deeply anchored in shared strength, where sturdy connections ward off any fear of falling.",0.5
Female,49,No High School Degree,Employed,moderate stability,ERROR: No unique template left,0.5
Female,39,No High School Degree,Employed,moderate stability,ERROR: No unique template left,0.5
Male,36,No High School Degree,Employed,precarious life,ERROR: No unique template left,0.5
Female,41,No High School Degree,Employed,moderate stability,ERROR: No unique template left,0.5
Male,31,No High School Degree,Employed,precarious life,ERROR: No unique template left,0.0
Female,60,No High School Degree,Employed,moderate stability,ERROR: No unique template left,0.0
Female,25,High School Degree,Unemployed,stable and supportive life,"This 25-year-old Female, Unemployed and having a High School Degree, enjoys a life deeply anchored in shared strength, where sturdy connections ward off any fear of falling.",0.8
Female,41,No High School Degree,Employed,precarious life,ERROR: No unique template left,0.0
Female,60,No High School Degree,Employed,moderate stability,ERROR: No unique template left,0.0
Male,40,No High School Degree,Employed,precarious life,ERROR: No unique template left,0.0
Male,38,High School Degree,Unemployed,precarious life,ERROR: No unique template left,0.0
Female,36,No High School Degree,Unemployed,stable and supportive life,"An Unemployed Female of 36 years, possessing No High School Degree, thrives on the rich soil of lifelong bonds, standing tall in a deeply secure and nurtured existence.",0.6
Male,38,High School Degree,Employed,precarious life,ERROR: No unique template left,0.0
Female,53,High School Degree,Employed,stable and supportive life,"Now 53, this Female — Employed and equipped with a High School Degree — is profoundly anchored in a safe harbor, sailing smoothly through days backed by unwavering emotional security.",0.9
Male,25,No High School Degree,Employed,moderate stability,ERROR: No unique template left,0.0
Male,55,No High School Degree,Unemployed,precarious life,ERROR: No unique template left,0.0
Female,25,No High School Degree,Employed,moderate stability,ERROR: No unique template left,0.0
Female,37,Degree,Employed,moderate stability,ERROR: No unique template left,0.0
Female,35,No High School Degree,Employed,moderate stability,ERROR: No unique template left,0.0
Male,45,Degree,Employed,unstable life,"A Male, aged 45, who is Employed and has a Degree, grapples with an erratic rhythm of life, seeking brief respites from continuous upheaval.",0.4
Male,25,No High School Degree,Employed,precarious life,ERROR: No unique template left,0.0
Female,44,No High School Degree,Unemployed,precarious life,ERROR: No unique template left,0.0
Female,60,High School Degree,Employed,precarious life,ERROR: No unique template left,0.0
Male,26,No High School Degree,Unemployed,moderate stability,ERROR: No unique template left,0.0
Male,41,High School Degree,Employed,moderate stability,ERROR: No unique template left,0.0
Male,33,No High School Degree,Employed,precarious life,ERROR: No unique template left,0.0
Female,44,No High School Degree,Unemployed,moderate stability,ERROR: No unique template left,0.0
Female,40,No High School Degree,Employed,moderate stability,ERROR: No unique template left,0.0
Female,33,No High School Degree,Unemployed,moderate stability,ERROR: No unique template left,0.0
Female,44,No High School Degree,Unemployed,moderate stability,ERROR: No unique template left,0.0
Male,58,No High School Degree,Employed,moderate stability,ERROR: No unique template left,0.0
Female,38,No High School Degree,Unemployed,moderate stability,ERROR: No unique template left,0.0
Male,47,Degree,Employed,precarious life,ERROR: No unique template left,0.0
Male,27,No High School Degree,Unemployed,unstable life,"At 27, this Male with No High School Degree and an Unemployed status is caught in a perpetual storm of change, where solid ground is a rare luxury.",0.0
Female,30,No High School Degree,Employed,moderate stability,ERROR: No unique template left,0.2
Male,44,No High School Degree,Unemployed,moderate stability,ERROR: No unique template left,0.0
Male,54,No High School Degree,Employed,moderate stability,ERROR: No unique template left,0.0
Male,43,High School Degree,Unemployed,precarious life,ERROR: No unique template left,0.0
Male,36,No High School Degree,Unemployed,precarious life,ERROR: No unique template left,0.0
Female,39,No High School Degree,Unemployed,moderate stability,ERROR: No unique template left,0.0
Female,27,High School Degree,Unemployed,precarious life,ERROR: No unique template left,0.0
Female,46,High School Degree,Unemployed,moderate stability,ERROR: No unique template left,0.0
Male,48,Degree,Unemployed,moderate stability,ERROR: No unique template left,0.0
Female,35,No High School Degree,Employed,moderate stability,ERROR: No unique template left,0.0
