Gender,Age,Education,Employment,Sentence,Scenario
Male,55,Degree,Unemployed,"A 55-year-old Male with Degree, currently Unemployed, settled into a measured, predictable routine.",s1
Male,47,High School Degree,Unemployed,"A 47-year-old Male with High School Degree, currently Unemployed, in the middle of relentless turmoil.",s1
Female,62,High School Degree,Unemployed,"A 62-year-old Female with High School Degree, currently Unemployed, settled into a steady, reliable routine.",s1
Female,47,No High School Degree,Employed,"A 47-year-old Female with No High School Degree, currently Employed, rooted in security and dependable bonds.",s1
Male,51,No High School Degree,Employed,"A 51-year-old Male with No High School Degree, currently Employed, surrounded by a sense of rootedness and support.",s1
Female,56,High School Degree,Unemployed,"A 56-year-old Female with High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",s1
Female,40,No High School Degree,Employed,"A 40-year-old Female with No High School Degree, currently Employed, where little stays the same from one day to the next.",s1
Female,37,No High School Degree,Employed,"A 37-year-old Female with No High School Degree, currently Employed, surrounded by a sense of rootedness and support.",s1
Male,39,High School Degree,Employed,"A 39-year-old Male with High School Degree, currently Employed, navigating a fragile, uncertain stretch.",s1
Male,58,Degree,Unemployed,"A 58-year-old Male with Degree, currently Unemployed, rooted in security and dependable bonds.",s1
Female,46,No High School Degree,Unemployed,"A 46-year-old Female with No High School Degree, currently Unemployed, surrounded by a sense of rootedness and support.",s1
Male,67,High School Degree,Employed,"A 67-year-old Male with High School Degree, currently Employed, settled into a steady, reliable routine.",s1
Female,46,No High School Degree,Unemployed,"A 46-year-old Female with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation.",s1
Female,51,High School Degree,Unemployed,"A 51-year-old Female with High School Degree, currently Unemployed, held in a tense, suspended state.",s1
Female,60,No High School Degree,Unemployed,"A 60-year-old Female with No High School Degree, currently Unemployed, settled into a steady, reliable routine.",s1
Female,64,Degree,Unemployed,"A 64-year-old Female with Degree, currently Unemployed, balanced on the edge of an unresolved situation.",s1
Female,64,High School Degree,Unemployed,"A 64-year-old Female with High School Degree, currently Unemployed, in the middle of relentless turmoil.",s1
Male,58,No High School Degree,Employed,"A 58-year-old Male with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",s1
Female,57,No High School Degree,Unemployed,"A 57-year-old Female with No High School Degree, currently Unemployed, rooted in security and dependable bonds.",s1
Male,54,High School Degree,Employed,"A 54-year-old Male with High School Degree, currently Employed, moving through steady, unremarkable days.",s1
Male,55,No High School Degree,Unemployed,"A 55-year-old Male with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm.",s1
Female,46,No High School Degree,Unemployed,"A 46-year-old Female with No High School Degree, currently Unemployed, where little stays the same from one day to the next.",s1
Female,44,High School Degree,Employed,"A 44-year-old Female with High School Degree, currently Employed, moving through steady, unremarkable days.",s1
Female,49,High School Degree,Employed,"A 49-year-old Female with High School Degree, currently Employed, settled into a steady, reliable routine.",s1
Female,48,High School Degree,Unemployed,"A 48-year-old Female with High School Degree, currently Unemployed, where little stays the same from one day to the next.",s1
Male,46,Degree,Employed,"A 46-year-old Male with Degree, currently Employed, moving through steady, unremarkable days.",s1
Male,54,High School Degree,Unemployed,"A 54-year-old Male with High School Degree, currently Unemployed, settled into a steady, reliable routine.",s1
Female,56,No High School Degree,Employed,"A 56-year-old Female with No High School Degree, currently Employed, settled into a measured, predictable routine.",s1
Male,50,No High School Degree,Employed,"A 50-year-old Male with No High School Degree, currently Employed, moving through steady, unremarkable days.",s1
Male,60,No High School Degree,Unemployed,"A 60-year-old Male with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm.",s1
Male,42,No High School Degree,Unemployed,"A 42-year-old Male with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation.",s1
Male,48,High School Degree,Unemployed,"A 48-year-old Male with High School Degree, currently Unemployed, held in a tense, suspended state.",s1
Male,44,High School Degree,Employed,"A 44-year-old Male with High School Degree, currently Employed, settled into a steady, reliable routine.",s1
Male,36,No High School Degree,Unemployed,"A 36-year-old Male with No High School Degree, currently Unemployed, rooted in security and dependable bonds.",s1
Male,49,High School Degree,Unemployed,"A 49-year-old Male with High School Degree, currently Unemployed, surrounded by a sense of rootedness and support.",s1
Male,49,No High School Degree,Unemployed,"A 49-year-old Male with No High School Degree, currently Unemployed, settled into a steady, reliable routine.",s1
Female,60,High School Degree,Unemployed,"A 60-year-old Female with High School Degree, currently Unemployed, settled into a measured, predictable routine.",s1
Male,54,No High School Degree,Unemployed,"A 54-year-old Male with No High School Degree, currently Unemployed, moving through steady, unremarkable days.",s1
Male,42,No High School Degree,Employed,"A 42-year-old Male with No High School Degree, currently Employed, settled into a steady, reliable routine.",s1
Female,62,High School Degree,Employed,"A 62-year-old Female with High School Degree, currently Employed, settled into a measured, predictable routine.",s1
Male,58,High School Degree,Unemployed,"A 58-year-old Male with High School Degree, currently Unemployed, moving through steady, unremarkable days.",s1
Female,54,No High School Degree,Employed,"A 54-year-old Female with No High School Degree, currently Employed, settled into a steady, reliable routine.",s1
Female,48,No High School Degree,Unemployed,"A 48-year-old Female with No High School Degree, currently Unemployed, rooted in security and dependable bonds.",s1
Male,43,High School Degree,Employed,"A 43-year-old Male with High School Degree, currently Employed, held in a tense, suspended state.",s1
Male,47,No High School Degree,Unemployed,"A 47-year-old Male with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",s1
Female,57,No High School Degree,Unemployed,"A 57-year-old Female with No High School Degree, currently Unemployed, where little stays the same from one day to the next.",s1
Female,63,No High School Degree,Employed,"A 63-year-old Female with No High School Degree, currently Employed, moving through steady, unremarkable days.",s1
Male,60,High School Degree,Employed,"A 60-year-old Male with High School Degree, currently Employed, amid constant upheaval and change.",s1
Female,46,No High School Degree,Employed,"A 46-year-old Female with No High School Degree, currently Employed, balanced on the edge of an unresolved situation.",s1
Male,42,No High School Degree,Unemployed,"A 42-year-old Male with No High School Degree, currently Unemployed, moving through steady, unremarkable days.",s1
Female,50,High School Degree,Unemployed,"A 50-year-old Female with High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",s1
Male,37,No High School Degree,Employed,"A 37-year-old Male with No High School Degree, currently Employed, settled into a measured, predictable routine.",s1
Female,52,High School Degree,Unemployed,"A 52-year-old Female with High School Degree, currently Unemployed, in the middle of relentless turmoil.",s1
Female,48,No High School Degree,Employed,"A 48-year-old Female with No High School Degree, currently Employed, amid constant upheaval and change.",s1
Female,46,No High School Degree,Employed,"A 46-year-old Female with No High School Degree, currently Employed, rooted in security and dependable bonds.",s1
Female,38,No High School Degree,Unemployed,"A 38-year-old Female with No High School Degree, currently Unemployed, held in a tense, suspended state.",s1
Male,53,No High School Degree,Employed,"A 53-year-old Male with No High School Degree, currently Employed, amid constant upheaval and change.",s1
